SIZE
Head,Truncus,Hip,LeftCollar,LeftUpArm,LeftLowArm,LeftHand,RightCollar,RightUpArm,RightLowArm,RightHand,LeftUpLeg,LeftLowLeg,LeftFoot,RightUpLeg,RightLowLeg,RightFoot
19.12,49.88,22,16.1,28,26,17.9681,16.1,28,26,17.9681,45.062,42.058,18.1277,45.062,42.058,18.1277

MOTION
Frames: 2585
Frame Time: 0.0166667
head-fle-ext,head-rot,head-lat,truncus-fle-ext,truncus-rot,truncus-lat,lshoulder-fle-ext,lshoulder-med-lat,lshoulder-add-abd,rshoulder-fle-ext,rshoulder-med-lat,rshoulder-add-abd,lelbow-fle-ext,lelbow-add-abd,relbow-fle-ext,relbow-add-abd,lforearm-pro-sup,rforearm-pro-sup,lwrist-fle-ext,lwrist-med-lat,lwrist-uln-rad,rwrist-fle-ext,rwrist-med-lat,rwrist-uln-rad,lhip-fle-ext,lhip-med-lat,lhip-add-abd,rhip-fle-ext,rhip-med-lat,rhip-add-abd,lknee-fle-ext,lknee-med-lat,lknee-add-abd,rknee-fle-ext,rknee-med-lat,rknee-add-abd,lankle-fle-ext,lankle-med-lat,lankle-inv-eve,rankle-fle-ext,rankle-med-lat,rankle-inv-eve,COM-X,COM-Y,COM-Z
-2.16159,-36.0652,-11.6957,1.48955,1.36202,-4.96805,-0.836921,-5.90159,-10.7667,5.70407,4.52154,-19.8613,2.07965,-0.920702,7.77703,-0.0383742,9.33753,6.29327,-5.00027,8.77781,-8.3078,-8.0035,7.73121,-6.42842,17.8297,-4.38708,-2.3092,4.35572,-5.55093,0.775979,43.1173,-7.17104,7.64052,-1.51855,2.1899,1.48354,5.12966,-6.45535,-5.06989,1.59569,-2.74118,-0.908386,17.9556,108.886,134.661
-2.44206,-36.0711,-11.905,1.38409,1.5797,-4.89399,-1.06322,-6.08172,-10.7522,6.28969,4.66416,-19.8458,2.48342,-0.685547,7.82584,-0.0291393,8.57283,6.38639,-5.37636,7.5487,-9.47554,-7.90508,7.54289,-6.39688,18.7992,-3.90424,-2.40585,3.68786,-5.57195,0.824655,39.4329,-7.80368,6.72829,-1.77116,2.20147,1.16856,3.61844,-5.88929,-3.86411,1.1143,-2.73764,-0.765433,17.9886,108.862,133.204
-2.74188,-35.9851,-12.0549,1.15304,1.80898,-4.8422,-1.2453,-6.19743,-10.7235,6.82386,4.91228,-19.8627,2.77342,-0.553471,8.02525,-0.0171256,8.13,6.55918,-5.60536,6.46822,-10.34,-7.78707,7.27738,-6.33451,19.6143,-3.68399,-2.42887,3.09207,-5.56807,0.904769,35.1892,-8.36685,5.64723,-2.11295,2.21778,0.886716,2.89566,-5.27945,-2.44697,0.74351,-2.73211,-0.655966,17.9853,108.82,131.742
-3.03009,-35.8322,-12.1547,0.858327,2.03554,-4.79136,-1.42573,-6.46996,-10.6853,7.28634,5.58068,-19.9817,3.01129,-0.490804,8.12213,0.0464624,8.00815,6.42217,-5.72366,5.47098,-10.9768,-7.72639,7.19519,-6.45555,20.3,-3.57931,-2.34477,2.40551,-5.53639,0.969491,30.0524,-9.06484,4.33157,-2.53779,2.23143,0.596756,3.7695,-4.58692,-1.07333,0.322406,-2.72213,-0.504164,17.955,108.76,130.273
-3.33964,-35.6016,-12.4065,0.634574,2.35707,-4.61903,-1.54618,-6.71194,-10.689,7.65134,6.37857,-20.0923,3.1062,-0.385782,8.3422,0.0495278,7.82218,6.35565,-5.83496,5.19698,-11.2493,-7.65865,6.9786,-6.48493,20.7713,-3.68296,-2.14931,1.84918,-5.39806,1.0158,25.1899,-9.81632,3.06132,-2.71821,2.23853,0.272236,4.43295,-4.18451,0.16157,-0.169195,-2.70671,-0.317734,17.88,108.692,128.779
-3.60342,-35.3575,-12.6529,0.377432,2.76761,-4.47933,-1.62398,-6.88025,-10.7323,8.01128,7.3473,-20.1975,3.11247,-0.327308,8.66977,0.00186251,7.72062,6.30326,-5.84898,5.26537,-11.2109,-7.60505,6.63402,-6.43233,20.982,-3.89676,-1.87085,1.31872,-5.14781,1.06952,20.0459,-10.7951,1.68912,-2.92894,2.26038,-0.0196016,4.72043,-3.90162,1.44316,-0.591847,-2.70153,-0.14782,17.7776,108.612,127.276
-3.90696,-34.912,-13.0108,0.267076,3.09687,-4.29512,-1.69351,-7.07281,-10.7269,8.3911,8.59514,-20.3918,3.03124,-0.295718,8.81602,0.0124268,7.54537,5.94187,-5.78614,5.38564,-11.0432,-7.61991,6.51368,-6.58555,20.8821,-4.04557,-1.54849,0.590825,-4.84904,1.12391,14.1481,-11.9493,0.279985,-3.19875,2.2826,-0.326329,6.1344,-3.66943,2.36846,-1.06824,-2.68459,0.0615926,17.6378,108.522,125.752
-4.09089,-34.4522,-13.4234,0.217251,3.40667,-4.12153,-1.74264,-7.22811,-10.7526,8.76526,9.74048,-20.5468,2.84699,-0.193082,9.02832,-0.0320705,7.10992,5.70218,-5.76122,5.70861,-10.8479,-7.60692,6.33197,-6.63352,20.5987,-4.22151,-1.30652,-0.0751851,-4.44672,1.22164,8.83171,-12.9652,-0.816055,-3.227,2.27803,-0.674952,6.78358,-3.631,2.88582,-1.62434,-2.66467,0.324517,17.4584,108.428,124.209
-4.27,-33.9793,-13.8934,0.216011,3.61288,-3.91546,-1.7942,-7.36579,-10.8009,9.19072,10.7646,-20.7307,2.63677,-0.138765,9.32542,-0.138825,6.63171,5.66747,-5.63718,5.82465,-10.5533,-7.55039,6.04361,-6.56514,20.0984,-4.21169,-0.982507,-0.795388,-4.09105,1.31379,3.68132,-13.7218,-1.74638,-3.34112,2.27916,-0.995014,6.64995,-3.96507,3.39745,-2.01065,-2.67874,0.542647,17.2619,108.333,122.656
-4.45725,-33.5702,-14.2269,0.107109,3.92684,-3.89679,-1.84425,-7.56952,-10.7959,9.65351,11.9603,-20.934,2.40028,-0.127886,9.42607,-0.187893,6.24398,5.42714,-5.39717,5.73477,-10.1528,-7.57288,5.98973,-6.68375,19.668,-4.3182,-0.772599,-1.61634,-3.65987,1.47965,-1.45339,-14.3955,-2.52498,-3.55131,2.28156,-1.31921,7.0634,-4.3095,3.92958,-2.39774,-2.68356,0.788218,17.0464,108.239,121.078
