SIZE
Head,Truncus,Hip,LeftCollar,LeftUpArm,LeftLowArm,LeftHand,RightCollar,RightUpArm,RightLowArm,RightHand,LeftUpLeg,LeftLowLeg,LeftFoot,RightUpLeg,RightLowLeg,RightFoot
19.12,49.88,22,16.1,28,26,17.9681,16.1,28,26,17.9681,45.062,42.058,18.1277,45.062,42.058,18.1277

MOTION
Frames: 3817
Frame Time: 0.0166667
head-fle-ext,head-rot,head-lat,truncus-fle-ext,truncus-rot,truncus-lat,lshoulder-fle-ext,lshoulder-med-lat,lshoulder-add-abd,rshoulder-fle-ext,rshoulder-med-lat,rshoulder-add-abd,lelbow-fle-ext,lelbow-add-abd,relbow-fle-ext,relbow-add-abd,lforearm-pro-sup,rforearm-pro-sup,lwrist-fle-ext,lwrist-med-lat,lwrist-uln-rad,rwrist-fle-ext,rwrist-med-lat,rwrist-uln-rad,lhip-fle-ext,lhip-med-lat,lhip-add-abd,rhip-fle-ext,rhip-med-lat,rhip-add-abd,lknee-fle-ext,lknee-med-lat,lknee-add-abd,rknee-fle-ext,rknee-med-lat,rknee-add-abd,lankle-fle-ext,lankle-med-lat,lankle-inv-eve,rankle-fle-ext,rankle-med-lat,rankle-inv-eve,COM-X,COM-Y,COM-Z
-10.1958,-1.78969,-5.36747,4.74842,3.15009,1.46446,-1.92398,19.7659,-8.58432,-4.99262,12.2233,-12.2264,8.97214,0.704048,4.38151,-3.6113,7.9311,13.2413,-2.34899,-1.8552,-3.12577,-6.19788,4.58246,-9.25953,-0.788138,-12.9276,-4.73272,-3.88484,-13.392,-2.61884,2.99751,-9.22506,-0.250649,-4.74404,-3.52969,0.639915,-4.02312,-3.12695,3.51765,-0.827175,3.02247,3.47658,-58.0333,108.065,411.822
-10.3046,-1.95992,-5.45966,4.79156,3.15846,1.50945,-1.81261,19.722,-8.81025,-5.1515,12.1998,-12.2816,9.19234,0.652251,4.07443,-3.6987,8.03265,13.0356,-2.38243,-2.04991,-3.15057,-6.2231,4.65709,-9.05632,-0.67347,-12.9374,-4.8112,-3.90926,-13.4025,-2.59263,3.23211,-9.10285,-0.188115,-4.73813,-3.52945,0.62515,-4.19886,-3.25126,3.55397,-0.856218,3.02759,3.47002,-58.0009,108.062,411.821
-10.4134,-2.17447,-5.5372,4.88857,3.23734,1.58066,-1.72333,19.6786,-8.95961,-5.33743,12.2174,-12.342,9.32457,0.629341,3.84785,-3.77099,8.10085,12.8926,-2.4905,-2.20865,-3.25784,-6.1833,4.76665,-8.98526,-0.635943,-12.9883,-4.83345,-3.98523,-13.342,-2.62926,3.45705,-9.039,-0.159565,-4.73914,-3.52667,0.606757,-4.36265,-3.3553,3.61248,-0.88146,3.03325,3.46612,-57.9654,108.057,411.839
-10.5313,-2.32199,-5.64484,5.02307,3.30887,1.69918,-1.62279,19.5935,-9.08246,-5.54912,12.2459,-12.4156,9.43601,0.596866,3.70964,-3.82541,8.16287,12.7689,-2.6259,-2.35609,-3.38941,-6.14117,4.86886,-8.74846,-0.600958,-13.0439,-4.84636,-4.0525,-13.2723,-2.67932,3.68874,-8.98075,-0.14138,-4.73163,-3.52248,0.596689,-4.53527,-3.46617,3.69515,-0.904023,3.04143,3.4624,-57.9438,108.051,411.85
-10.6195,-2.46313,-5.72068,5.14072,3.37803,1.79945,-1.53408,19.4523,-9.12865,-5.54512,12.1736,-12.536,9.49352,0.556907,3.58328,-3.87054,8.25906,12.6378,-2.73615,-2.4506,-3.43613,-6.07642,5.00341,-8.63958,-0.628833,-13.0806,-4.82181,-4.11798,-13.2038,-2.72894,3.83228,-8.97941,-0.154051,-4.72299,-3.51818,0.587725,-4.67348,-3.5326,3.78271,-0.928765,3.05076,3.45813,-57.9271,108.044,411.863
-10.6943,-2.62252,-5.77829,5.26243,3.47534,1.88401,-1.46906,19.2596,-9.11039,-5.49353,12.0907,-12.6407,9.53087,0.49866,3.40915,-3.92044,8.39013,12.4806,-2.88827,-2.68515,-3.48557,-6.01443,5.16299,-8.46556,-0.680899,-13.1494,-4.78183,-4.19752,-13.0955,-2.77203,3.96036,-8.99137,-0.194889,-4.72602,-3.5105,0.57709,-4.81399,-3.58648,3.88686,-0.943383,3.05591,3.45773,-57.9194,108.036,411.878
-10.7677,-2.80993,-5.8311,5.39035,3.57813,1.96322,-1.35976,19.1035,-9.19805,-5.47444,11.9305,-12.7648,9.57788,0.422196,3.35864,-3.95056,8.5011,12.3851,-3.00246,-2.91339,-3.48052,-5.96498,5.26808,-8.36104,-0.736353,-13.2217,-4.80061,-4.27498,-12.9739,-2.82497,4.13145,-9.00485,-0.176982,-4.71823,-3.50861,0.581998,-4.99153,-3.63931,3.99358,-0.955704,3.06192,3.45423,-57.9201,108.027,411.891
-10.7989,-2.97541,-5.8562,5.44925,3.60241,1.99734,-1.26301,18.9682,-9.27115,-5.41808,11.7284,-12.8787,9.5238,0.412667,3.34066,-3.96581,8.44683,12.2816,-3.13612,-2.93179,-3.55311,-5.94388,5.37241,-8.29837,-0.770973,-13.26,-4.86229,-4.29964,-12.9248,-2.81389,4.2814,-8.9822,-0.105018,-4.70592,-3.50569,0.582852,-5.19145,-3.69177,4.04758,-0.96518,3.06742,3.45048,-57.931,108.017,411.889
-10.7752,-3.21994,-5.82136,5.46083,3.63125,1.98534,-1.18113,18.8447,-9.31482,-5.29275,11.5011,-12.9618,9.41429,0.398128,3.35232,-3.97308,8.38673,12.1901,-3.37434,-3.04022,-3.64204,-5.95771,5.43394,-8.30028,-0.811234,-13.2595,-4.90526,-4.31717,-12.8855,-2.8046,4.50666,-9.00299,0.00704217,-4.69325,-3.50486,0.582767,-5.46222,-3.72242,4.04552,-0.973156,3.06912,3.44386,-57.9364,108.01,411.889
-10.7446,-3.46061,-5.79115,5.4785,3.66351,1.97756,-1.11123,18.7633,-9.35306,-5.35327,11.3132,-13.0011,9.25188,0.405154,3.45138,-3.96098,8.26081,12.161,-3.6517,-3.14865,-3.76794,-6.00643,5.3822,-8.28699,-0.848754,-13.2244,-4.94852,-4.336,-12.8454,-2.79723,4.77274,-9.08932,0.108826,-4.67874,-3.50405,0.584331,-5.74933,-3.72215,4.05207,-0.980953,3.07134,3.4349,-57.9456,108.004,411.878
