SIZE
Head,Truncus,Hip,LeftCollar,LeftUpArm,LeftLowArm,LeftHand,RightCollar,RightUpArm,RightLowArm,RightHand,LeftUpLeg,LeftLowLeg,LeftFoot,RightUpLeg,RightLowLeg,RightFoot
19.12,49.88,22,16.1,28,26,17.9681,16.1,28,26,17.9681,45.062,42.058,18.1277,45.062,42.058,18.1277

MOTION
Frames: 3480
Frame Time: 0.0166667
head-fle-ext,head-rot,head-lat,truncus-fle-ext,truncus-rot,truncus-lat,lshoulder-fle-ext,lshoulder-med-lat,lshoulder-add-abd,rshoulder-fle-ext,rshoulder-med-lat,rshoulder-add-abd,lelbow-fle-ext,lelbow-add-abd,relbow-fle-ext,relbow-add-abd,lforearm-pro-sup,rforearm-pro-sup,lwrist-fle-ext,lwrist-med-lat,lwrist-uln-rad,rwrist-fle-ext,rwrist-med-lat,rwrist-uln-rad,lhip-fle-ext,lhip-med-lat,lhip-add-abd,rhip-fle-ext,rhip-med-lat,rhip-add-abd,lknee-fle-ext,lknee-med-lat,lknee-add-abd,rknee-fle-ext,rknee-med-lat,rknee-add-abd,lankle-fle-ext,lankle-med-lat,lankle-inv-eve,rankle-fle-ext,rankle-med-lat,rankle-inv-eve,COM-X,COM-Y,COM-Z
-5.79885,18.1901,4.48308,5.66534,7.40247,-3.10457,-5.71214,25.2548,-6.79023,-5.9049,12.4827,-9.54729,4.55632,0.568329,-2.59567,-1.11643,-2.18717,1.31659,0.280117,-5.38009,-8.12447,3.51152,-9.31901,-4.40466,-3.32035,-6.94608,-1.76994,-3.42822,-1.20126,0.249491,0.605906,-9.9954,0.777401,-0.188886,1.47199,-0.0660985,-1.03069,-0.404756,3.24445,-2.92701,-5.40829,0.869749,115.139,108.202,222.027
-5.68928,19.9419,4.51631,5.69499,7.42178,-3.14121,-5.7245,25.1668,-6.66339,-5.9439,12.5146,-9.45977,4.68456,0.58638,-2.36255,-1.13656,-2.0247,1.29077,0.298422,-5.33851,-8.19145,3.45826,-9.31683,-4.46049,-3.3576,-6.97138,-1.73698,-3.44848,-1.13807,0.262236,0.599274,-10.0315,0.727282,-0.181181,1.47441,-0.0707368,-1.03456,-0.427173,3.22259,-2.91738,-5.40703,0.869866,115.158,108.196,222.049
-5.5987,21.3848,4.54388,5.71206,7.40977,-3.18077,-5.73143,25.1079,-6.54198,-5.94953,12.517,-9.36469,4.77323,0.597994,-2.09913,-1.14937,-1.87546,1.26446,0.347511,-5.28507,-8.24597,3.37605,-9.29232,-4.44366,-3.39466,-6.99776,-1.68534,-3.46514,-1.08108,0.277734,0.594211,-10.0408,0.660811,-0.170706,1.47748,-0.0745852,-1.02813,-0.471595,3.21879,-2.91132,-5.4077,0.868506,115.172,108.192,222.066
-5.49663,22.7573,4.55859,5.71665,7.40027,-3.21168,-5.72781,25.1099,-6.42895,-5.91968,12.5,-9.25918,4.79592,0.579575,-1.81004,-1.15163,-1.79152,1.2452,0.413498,-5.23035,-8.27373,3.28797,-9.3072,-4.54198,-3.43671,-7.04078,-1.64818,-3.48239,-1.02266,0.299,0.594327,-10.0623,0.599703,-0.164903,1.47963,-0.0787776,-1.01606,-0.484482,3.24509,-2.9044,-5.40972,0.865933,115.179,108.191,222.079
-5.37629,24.1859,4.57739,5.72199,7.40334,-3.24669,-5.71825,25.1545,-6.33122,-5.85694,12.4959,-9.17377,4.75592,0.544444,-1.56452,-1.13552,-1.7362,1.23617,0.496362,-5.16769,-8.26595,3.19572,-9.30907,-4.58434,-3.49899,-7.10076,-1.63695,-3.50441,-0.956299,0.32959,0.572328,-10.1241,0.559373,-0.156614,1.48167,-0.0832269,-0.987966,-0.448052,3.29256,-2.90108,-5.41257,0.865049,115.18,108.192,222.088
-5.26213,25.3521,4.60005,5.72792,7.41236,-3.28117,-5.71653,25.2567,-6.23877,-5.76512,12.458,-9.11129,4.69105,0.50675,-1.29393,-1.08683,-1.74989,1.23318,0.587997,-5.06381,-8.21393,3.0682,-9.27732,-4.4976,-3.56802,-7.15026,-1.63865,-3.52675,-0.897446,0.363655,0.535005,-10.227,0.543707,-0.147413,1.48219,-0.0868241,-0.949875,-0.373347,3.33667,-2.90022,-5.41593,0.86389,115.18,108.194,222.089
-5.12523,26.3991,4.6351,5.72206,7.38617,-3.31629,-5.71826,25.4264,-6.15004,-5.65517,12.3805,-9.04991,4.58519,0.451387,-1.03129,-1.04479,-1.83174,1.26752,0.670571,-4.97721,-8.15328,2.97471,-9.28517,-4.59205,-3.64258,-7.19062,-1.66171,-3.55951,-0.840033,0.399731,0.492507,-10.3742,0.546722,-0.139288,1.48242,-0.0885633,-0.903714,-0.264876,3.39081,-2.90134,-5.42128,0.862839,115.18,108.198,222.093
-4.99471,27.423,4.69096,5.72685,7.37794,-3.34738,-5.7221,25.5909,-6.0788,-5.56503,12.3747,-8.97093,4.45385,0.392773,-0.801272,-1.00836,-1.92533,1.31497,0.738711,-4.88018,-8.07047,2.91256,-9.31759,-4.76602,-3.69279,-7.20856,-1.70895,-3.60321,-0.781296,0.434586,0.484167,-10.5802,0.563384,-0.134221,1.48289,-0.0906261,-0.861972,-0.12407,3.43989,-2.90358,-5.42807,0.863083,115.182,108.204,222.097
-4.89528,28.2148,4.75625,5.73391,7.3759,-3.36984,-5.72419,25.7405,-6.02161,-5.48075,12.3763,-8.89667,4.29658,0.332519,-0.580532,-0.973735,-2.00701,1.37576,0.801939,-4.7799,-7.97427,2.85315,-9.3043,-4.8311,-3.70436,-7.20945,-1.75981,-3.6423,-0.731628,0.46126,0.501702,-10.7975,0.579539,-0.12959,1.48248,-0.0925973,-0.835537,0.0200199,3.46807,-2.90835,-5.43387,0.864866,115.187,108.21,222.103
-4.80501,28.8999,4.81472,5.71425,7.36221,-3.37635,-5.71958,25.8996,-5.97705,-5.39776,12.3794,-8.8183,4.14136,0.273963,-0.346177,-0.934683,-2.11854,1.44751,0.848303,-4.69751,-7.88864,2.80545,-9.29644,-4.94654,-3.68387,-7.22194,-1.80627,-3.67396,-0.685325,0.480397,0.540416,-10.991,0.597936,-0.126293,1.48275,-0.0938914,-0.833571,0.162777,3.46333,-2.91416,-5.44101,0.866362,115.195,108.216,222.115
-4.71856,29.5936,4.8727,5.6851,7.35057,-3.38299,-5.7232,26.0152,-5.95029,-5.34417,12.4251,-8.73668,3.98291,0.210994,-0.153134,-0.903849,-2.1683,1.51325,0.889059,-4.66254,-7.8292,2.79278,-9.30262,-5.14444,-3.62385,-7.26818,-1.86392,-3.70321,-0.636432,0.500747,0.61296,-11.1403,0.617531,-0.124156,1.48449,-0.0951906,-0.858925,0.301212,3.42692,-2.91964,-5.44841,0.868813,115.205,108.221,222.134
