SIZE
Head,Truncus,Hip,LeftCollar,LeftUpArm,LeftLowArm,LeftHand,RightCollar,RightUpArm,RightLowArm,RightHand,LeftUpLeg,LeftLowLeg,LeftFoot,RightUpLeg,RightLowLeg,RightFoot
19.12,49.88,22,16.1,28,26,17.9681,16.1,28,26,17.9681,45.062,42.058,18.1277,45.062,42.058,18.1277

MOTION
Frames: 3336
Frame Time: 0.0166667
head-fle-ext,head-rot,head-lat,truncus-fle-ext,truncus-rot,truncus-lat,lshoulder-fle-ext,lshoulder-med-lat,lshoulder-add-abd,rshoulder-fle-ext,rshoulder-med-lat,rshoulder-add-abd,lelbow-fle-ext,lelbow-add-abd,relbow-fle-ext,relbow-add-abd,lforearm-pro-sup,rforearm-pro-sup,lwrist-fle-ext,lwrist-med-lat,lwrist-uln-rad,rwrist-fle-ext,rwrist-med-lat,rwrist-uln-rad,lhip-fle-ext,lhip-med-lat,lhip-add-abd,rhip-fle-ext,rhip-med-lat,rhip-add-abd,lknee-fle-ext,lknee-med-lat,lknee-add-abd,rknee-fle-ext,rknee-med-lat,rknee-add-abd,lankle-fle-ext,lankle-med-lat,lankle-inv-eve,rankle-fle-ext,rankle-med-lat,rankle-inv-eve,COM-X,COM-Y,COM-Z
-6.00402,12.0783,2.3863,18.3583,-6.60276,5.29882,13.7197,-3.79515,-11.994,-0.923667,23.3807,-16.6754,15.462,2.78806,19.3113,12.1863,11.5685,-0.288801,-10.2553,-2.07161,-3.74621,-8.39395,20.5668,2.79052,15.5709,10.8432,-0.442745,6.14864,-24.0902,-0.105322,-0.494839,6.0416,5.1768,11.55,-3.05728,-1.20042,1.85244,2.90421,4.02862,-6.79185,-1.58151,3.70957,-70.4556,107.099,435.756
-5.57469,5.35222,1.15854,18.0683,-4.1706,4.7634,13.8251,-4.30052,-12.1109,-1.09935,24.2603,-16.4988,15.5859,2.92543,18.2886,11.1164,12.6174,0.116782,-10.4391,-4.5974,-3.88784,-8.95597,16.0186,1.59173,16.5627,13.1519,0.0251488,6.11926,-27.0517,-0.290594,-0.84944,2.12555,5.38186,11.6609,-4.98027,-1.48029,2.38085,2.63512,4.24769,-7.00863,-2.72708,4.02263,-70.8119,107.177,436.418
-4.85305,-3.20942,-0.37588,17.8637,3.42271,3.62376,13.9991,-4.50802,-12.2291,-0.926504,23.3645,-16.175,15.711,3.06069,17.3612,9.9506,13.6652,1.98025,-10.6139,-7.14338,-4.0038,-9.42131,11.4572,0.351058,17.453,11.5626,0.0113719,5.91038,-27.7331,-0.177546,-1.20155,-1.88923,5.55792,11.9104,-5.90408,-1.59262,3.25647,3.05751,4.73807,-7.22642,-3.86733,4.34426,-71.2137,107.258,436.981
-3.81719,-11.9069,-1.86474,17.5937,9.30814,2.53074,14.5413,-6.87014,-12.0533,-0.745907,22.4783,-15.8519,15.9997,3.40756,16.3619,8.88319,16.8527,3.79383,-10.7708,-9.64419,-4.09197,-9.783,6.94268,-0.9074,17.9276,12.8421,-0.129798,5.62767,-26.6375,0.215428,-1.25356,-2.03273,5.82845,11.7628,-10.2373,-2.41254,3.16656,-1.63133,4.53119,-7.35745,-4.53533,4.34137,-71.7038,107.315,437.589
-3.6923,-13.3692,-2.08543,17.6835,8.3538,2.28441,14.7641,-5.25708,-12.3156,-0.731032,23.4328,-15.6934,16.2549,3.72499,15.7031,8.50452,19.9896,2.57498,-11.0931,-11.4728,-4.20305,-9.29026,9.43629,-0.0608218,18.42,13.1345,-0.302002,5.3808,-24.5336,0.694203,-1.52299,-2.89251,5.72131,11.3838,-15.2565,-3.35914,3.49847,-0.800749,4.90077,-6.63984,-1.5199,3.4547,-72.0425,107.363,438.532
-3.4712,-15.3524,-2.44818,18.0076,7.28444,2.04386,15.1077,-5.79774,-12.1082,-0.819983,25.2139,-15.6075,16.5571,3.88976,15.0347,8.13462,23.12,1.375,-11.9077,-16.531,-4.89152,-8.74064,11.9961,0.770717,18.3977,14.8899,-0.362627,5.14565,-22.491,0.837866,-1.82529,-3.7323,5.31762,11.1671,-20.3552,-4.11699,3.47106,-0.850165,5.06597,-5.8021,2.91735,2.41418,-72.4785,107.41,439.622
-3.23857,-17.3301,-2.80179,18.5215,5.9978,1.83856,15.442,-6.34011,-11.8823,-0.768391,25.9084,-15.6407,16.8681,4.03767,14.7509,7.98171,26.2539,0.950837,-12.4147,-20.1654,-5.56718,-8.09971,14.9249,1.84585,18.3418,16.1031,-0.726545,4.71972,-20.1143,0.881261,-1.96275,-4.00381,5.55042,10.8241,-26.0177,-4.86406,3.4478,-0.908855,5.22873,-4.87717,7.41522,1.43181,-72.9934,107.473,440.768
-3.24828,-13.7805,-1.68461,19.1932,2.41319,1.91186,15.8143,-8.05944,-11.4749,-0.621503,25.2459,-15.4927,17.1852,4.1675,14.5121,7.86649,29.3725,0.657983,-12.8807,-23.8299,-6.27918,-7.29609,18.4924,2.71064,18.0581,18.2418,-0.913364,4.06164,-17.1315,0.881343,-2.14177,-4.46175,5.41165,11.7647,-25.7321,-5.17403,3.2852,-1.31,5.47123,-4.8002,7.41434,1.14446,-73.4235,107.52,441.995
-3.09987,-9.41919,-0.309356,19.9452,-0.174818,2.07543,15.7386,-7.03304,-11.2224,-0.457229,24.5541,-15.3551,17.314,3.92978,14.1826,7.84459,25.8101,-0.102288,-11.9687,-23.1577,-6.32311,-6.46309,22.3242,3.38185,17.8748,18.5689,-1.40412,3.22099,-15.9958,0.553853,-2.24893,-4.61944,5.61723,13.0332,-21.6018,-4.79977,2.81645,-2.23695,5.38674,-4.75911,7.8152,0.914618,-73.7677,107.574,443.252
-2.8444,-5.01523,1.0625,20.8222,-3.32295,2.31085,15.6415,-7.30281,-10.7501,-0.285334,23.7162,-15.2662,17.5441,3.65138,13.8918,8.02455,22.2078,-1.5563,-10.9503,-22.3024,-6.28105,-6.4017,22.7614,3.12501,17.5967,19.4732,-1.82545,1.91164,-14.1872,0.159077,-2.11678,-4.06216,6.19248,14.0761,-17.1738,-4.01317,2.51922,-2.59912,5.29082,-5.65184,4.3519,1.54909,-74.0371,107.612,444.404
